Species,Geolocation,2002 Quarter 1,2002 Quarter 2,2002 Quarter 3,2002 Quarter 4,2003 Quarter 1,2003 Quarter 2,2003 Quarter 3,2003 Quarter 4,2004 Quarter 1,2004 Quarter 2,2004 Quarter 3,2004 Quarter 4,2005 Quarter 1,2005 Quarter 2,2005 Quarter 3,2005 Quarter 4,2006 Quarter 1,2006 Quarter 2,2006 Quarter 3,2006 Quarter 4,2007 Quarter 1,2007 Quarter 2,2007 Quarter 3,2007 Quarter 4,2008 Quarter 1,2008 Quarter 2,2008 Quarter 3,2008 Quarter 4,2009 Quarter 1,2009 Quarter 2,2009 Quarter 3,2009 Quarter 4,2010 Quarter 1,2010 Quarter 2,2010 Quarter 3,2010 Quarter 4,2011 Quarter 1,2011 Quarter 2,2011 Quarter 3,2011 Quarter 4,2012 Quarter 1,2012 Quarter 2,2012 Quarter 3,2012 Quarter 4,2013 Quarter 1,2013 Quarter 2,2013 Quarter 3,2013 Quarter 4,2014 Quarter 1,2014 Quarter 2,2014 Quarter 3,2014 Quarter 4,2015 Quarter 1,2015 Quarter 2,2015 Quarter 3,2015 Quarter 4,2016 Quarter 1,2016 Quarter 2,2016 Quarter 3,2016 Quarter 4,2017 Quarter 1,2017 Quarter 2,2017 Quarter 3,2017 Quarter 4,2018 Quarter 1,2018 Quarter 2,2018 Quarter 3,2018 Quarter 4,2019 Quarter 1,2019 Quarter 2,2019 Quarter 3,2019 Quarter 4,2020 Quarter 1,2020 Quarter 2,2020 Quarter 3,2020 Quarter 4,2021 Quarter 1,2021 Quarter 2,2021 Quarter 3,2021 Quarter 4
..Tiger prawn,....Eastern Samar,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,..,..,0.98,3,..,..,1.09,..,..,..,1.11,..,..,..,1.05,..,..,..,1.25,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.04,..,0.13,..,..,..,..,..,0.01,..,..,..,..,..,0.15,..,..,..,..,..,..,..
..Tiger prawn,....Leyte,41,27,53,22,51,31,58,25,61,35,62,25.3,68.6,56,67.2,24.3,68.7,59,63.9,23.1,70,61.36,66.07,24.27,72.71,65.75,66.94,25,77.04,65.64,66.73,21.68,74.13,70.95,40.79,19.37,43.59,66.91,27.84,23.57,34.2,62.7,36.78,25.39,31.76,69.86,41.2,3.54,18.91,66.86,36.27,3.2,45.37,15.37,57.61,3.42,58.99,11.2,36.97,0.34,13,7.65,210.98,0.32,11,7.08,248.55,0.35,0.06,1.27,0.01,0.2,0,0.25,0.06,0.17,..,..,..,..
..Tiger prawn,....Northern Samar,2,..,5,..,4,1.5,6,2.8,5,1.5,6.6,3.2,6.8,6.35,8.53,3.62,7.85,8.4,10,3.95,13,12.5,11.5,4.5,13,6.3,12.37,6.04,12.5,..,..,..,11.7,5.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.13,0.07,..,..,0.01,..,0.42,0.43,..,0.68,4.71,..,..,..,..,..
..Tiger prawn,....Samar,35,40,19,3,30,45,17,4,26,40.5,19,3,22,75.5,17.5,3.5,20,69,19.5,5.9,17,152,18.74,6.23,19.61,162.14,19.35,6.59,20.37,175.64,30.32,10,15.5,103.03,31.25,17.67,..,97.2,44.17,12.83,5.42,41.66,40,15.33,3.53,50.92,12,..,..,..,..,..,..,..,..,..,..,..,0.44,..,..,..,..,..,0.28,0.25,1.08,0.75,1.5,0.45,1.62,0.95,..,..,0.5,0.57,..,..,..,..
..Tiger prawn,....Southern Leyte,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.04,..,0.1,..,..,0.65,0.2,..,0.04,8.33,..,1.61,0.08,..,..,..,..,..,..,..,..,..
..Tiger prawn,..Region IX (Zamboanga Peninsula),1861,1870,1786,1566,1899,1911.8,1832.2,1648.7,1894.3,1944.1,1709.4,1581.6,1863.9,2032.3,1632.8,1574.4,1987.9,1928.5,1090.5,1396.5,1850.4,1751.44,998.31,1059.9,1519.62,1750.46,1129.16,972.92,1480.97,2698.92,1127.62,1363.4,1577.83,3673.52,977.77,1051.77,1157.6,3286.72,950.87,1266.71,1096.98,1800.03,848.27,1176.01,1064.28,1086.25,768.16,1162.62,886.47,984.14,849.86,1250.9,876.26,870.37,870.61,1263.48,740.92,511.21,593.64,520.26,395.33,315.67,538.12,261.48,316.78,220.57,418.57,197.33,303.12,220.15,314.43,83.19,217.33,211.29,349.92,103.64,201.99,..,..,..
..Tiger prawn,....Zamboanga del Norte,36,8,9,27,29,10,10,29,12,12,7,15,15,10,5,22,18,7,7,20,14.6,4.57,9.03,16,15.25,4.71,8.54,14.1,14.16,4.62,7.1,18.98,12.89,4.19,3.11,6.78,8.26,8.51,2.28,6.1,12.85,10.44,2.89,3.1,6.73,11.76,3.14,1.94,4.9,10.66,3.43,1.8,1.96,8.88,2.06,1.13,1.74,12.43,2.23,0.83,1.85,17.76,2.53,0.74,1.7,0.49,2.87,0.74,1.42,0.55,3.29,0.77,1.3,0.5,3.44,0.88,1.39,..,..,..
..Tiger prawn,....Zamboanga del Sur,815,858,685,590,855,883,713,623,826,888,720,633,843,908,737,665,805,895,642,634,855.1,881.66,645.21,639.14,786.26,825.15,583.27,533.87,791.22,812.36,596.1,899.84,786.08,749.08,626.68,944.02,843.93,821.59,644.98,1056.17,876.51,795.3,698.84,984.77,875.37,777.48,663.76,1060.4,832.56,816.43,773.61,1179.17,807.58,704.91,787.38,1204.05,579.85,335.18,453.84,467.63,365.34,185.29,369.52,207.25,243.14,174.36,241.26,165.39,278.93,193.36,176.14,63.26,192.4,208.02,185.88,87.89,140.94,..,..,..
..Tiger prawn,....Zamboanga Sibugay,1008,1000,1085,940,1014,1014.4,1103,988.5,1055.4,1039.9,976,925.9,1005.1,1110.6,885,879.4,1164.1,1022.5,434.5,733.7,979.8,860.84,335.88,395.76,716.88,916.37,529.11,414.95,674.65,1876.35,516.78,414.41,778.01,2914.35,341.39,74.1,304.2,2450.39,296.05,172.11,206.53,987.02,139.5,160.44,181.19,289.99,95.38,85.98,48.14,150.33,66.13,55.86,65.89,151.16,74.14,43.23,158.88,160.51,129.34,36.91,27.6,109.65,158.9,40.45,71.47,43.42,168.67,23.1,22.51,23.81,131.35,12.34,23.37,0.21,157.56,10.35,59.34,..,..,..
..Tiger prawn,....City of Zamboanga,2,4,7,9,1,4.4,6.2,8.2,0.9,4.2,6.4,7.7,0.8,3.7,5.8,8,0.8,4,7,8.8,0.9,4.37,8.2,9.01,1.22,4.23,8.24,10,0.94,5.59,7.64,30.17,0.85,5.9,6.59,26.88,1.2,6.23,7.56,32.33,1.09,7.28,7.05,27.7,0.99,7.03,5.89,14.29,0.87,6.72,6.7,14.07,0.83,5.43,7.03,15.08,0.46,3.08,8.23,14.89,0.53,2.97,7.17,13.04,0.47,2.31,5.77,8.11,0.26,2.43,3.64,6.81,0.26,2.57,3.04,4.52,0.31,..,..,..
..Tiger prawn,..Region X (Nothern Mindanao),1312,575,3236,551,1326,471.3,2875,510,861.6,433.6,3243,599,969.2,443,3896.8,849.5,1101.8,490.5,3683.6,886.1,2076,592.26,3857.1,880.75,2374.25,724.16,4032.57,752.04,2434.89,841.36,4701.3,758.5,2170.05,861.59,4614.92,883.77,2326.3,1162.92,4254.09,935.6,2497.86,1268.37,5106.25,1118.95,2137.58,1454.67,5641.86,3840.78,2268.66,1358.23,5362.23,3217.94,2315.42,3562.69,5487.79,3340.54,2685.99,3819.27,5539.12,3426.92,2703.58,3924.87,5352.76,3196.53,2661.2,3760.74,5065.7,3111.95,2740.31,3994.98,5168.57,3146.49,2592.24,3920.37,4062.01,2972.14,2303.15,..,..,..
..Tiger prawn,....Bukidnon,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Tiger prawn,....Camiguin,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Tiger prawn,....Lanao del Norte,1197,255,3162,359,1201,241,2808,320,781,227,2884,329,765,226,3452,362,727,243.7,3208.3,323,1665,342.79,3360.05,286.37,1947.22,461.94,3513.94,335.14,2011.48,559.97,4158.05,344.89,1765.07,565.57,4034.14,396.14,1861.27,882.17,3525.03,391.07,2019.85,975.94,4342.49,480,1821.9,1296.35,5131.51,3269.57,2016.66,1132.1,4747.16,2660.77,2113.87,3332.33,5076.62,2857.14,2427.99,3599.25,5169.52,2918,2479.22,3738.18,4990.65,2748.17,2440.04,3585.29,4728.15,2689.91,2536.91,3818.69,4838.31,2739.94,2400.16,3738.7,3727.16,2562.58,2110.28,..,..,..
..Tiger prawn,....Misamis Occidental,108,320,62,180,113,210,56,180,76,196,350,270,200,215.2,444.5,480,374,242.6,474.6,561.3,410,247.43,497.05,589.65,426.36,259.87,517.38,415.7,423.42,278.69,543.25,413.61,404.66,296.02,580.79,456.62,465.03,280.75,729.06,544.52,478.01,292.43,763.76,638.95,315.68,158.32,510.35,571.22,252,226.13,615.07,557.16,201.55,230.36,411.17,483.4,258,220.02,369.6,508.92,224.36,186.69,362.1,448.36,221.15,175.45,337.55,422.04,203.39,176.29,330.26,406.55,192.08,181.67,334.85,409.56,192.87,..,..,..
..Tiger prawn,....Misamis Oriental,7,..,12,12,12,20.3,11,10,4.6,10.6,9,..,4.2,1.8,0.3,7.5,0.8,4.2,0.7,1.8,1,2.05,..,4.73,0.67,2.35,1.25,1.2,..,2.7,..,..,0.32,..,..,31,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Tiger prawn,..Region XI (Davao Region),15,46,9,21,33.4,19.5,49.3,20.3,11.32,15.21,20,9.73,11.7,15.91,14.6,98.2,15.4,14.23,2.81,97.92,10.1,10.95,4.09,4.7,7.42,3.25,30.61,2.76,2.14,2.21,29.54,2.56,2.09,3.42,27.03,2.89,2.24,3.42,24.72,4.43,2.38,2.8,18.14,3.51,3.58,2.88,12.05,3.68,1.33,2.83,14.29,1.73,4.68,0.7,48.39,1.23,1.46,7,12.67,222.06,2.1,5.19,12.85,0.81,0.39,20.72,87.18,2.1,0.2,5.6,78.76,0.12,0.11,1.11,4.16,0.27,0.57,..,..,..
..Tiger prawn,....Compostela Valley,..,..,..,1,0.4,0.5,0.3,0.6,0.8,0.4,0.3,1.5,0.5,0.4,0.4,0.9,1.1,0.23,0.31,1.01,0.9,0.62,1.62,0.49,0.82,0.71,0.3,0.71,1.17,0.41,0.23,0.91,0.43,0.54,0.79,0.99,0.55,0.65,1.32,1.02,0.54,0.57,1.24,1.35,0.53,0.56,0.79,0.74,0.7,0.19,0.42,0.44,0.4,0.22,0.08,0.03,0.06,0.16,0.06,0.07,0.13,1.95,0.11,0.11,0.16,0.72,2.31,0.02,0.08,0.15,2.37,0.06,0.1,0.18,3.95,0.04,0.04,..,..,..
..Tiger prawn,....Davao del Norte,3,11,2,4,4,11,2,8.2,3.9,9.41,2.7,4.4,3.4,10.51,3.9,2.9,3.4,9,0.5,5.71,2.6,10.1,2.11,3.39,1.59,1.53,30.31,2.04,0.97,1.8,29.31,1.65,1.65,2.88,26.25,1.91,1.69,2.77,23.39,3.41,1.85,2.22,16.89,2.16,3.03,2.32,11.26,2.93,0.63,2.64,13.86,1.3,4.27,0.48,48.31,1.19,1.4,6.84,12.6,221.98,1.96,3.24,12.73,0.69,0.18,20,84.87,2.06,..,4.8,76.38,0.05,..,0.01,0.01,0.23,0.53,..,..,..
..Tiger prawn,....Davao del Sur,..,1,..,..,..,..,30,0.1,0.02,0.1,12,0.03,2.4,..,..,80.4,5,..,..,88.4,6.3,..,..,0.32,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0.01,0.01,..,0,..,..,0.12,0.65,..,..,..,0.9,0.2,..,..,..,..,..
..Tiger prawn,....Davao Occidental,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.01,0.01,..,..,..,..,..,..,..
..Tiger prawn,....Davao Oriental,..,..,..,10,5,2,5,6.9,2.5,1.3,5,..,..,..,5.3,2,5.8,..,..,2,..,..,0.01,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.01,0.01,0,0.02,..,..,..,..,..,..,..,0.01,..,..,0.01,..,0,0,0,..,0,..,0.01,0.05,0,..,0.02,..,0,..,..,..,..,..,..,..,..,..,..
..Tiger prawn,....City of Davao,12,34,7,6,24,6,12,4.5,4.1,4,..,3.8,5.4,5,5,12,0.1,5,2,0.8,0.3,0.23,0.35,0.5,5,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.01,..,..,0.02,..,..,..,..,..,..
..Tiger prawn,..Region XII (SOCCSKSARGEN),153,80,175,226,127,119,176.1,271.4,125.6,154.2,185.2,149,161.5,107.9,70.4,206.4,88.7,124,155.9,172.4,19.2,8.58,219.55,55.06,73.24,135.68,85.51,25.49,38.82,18.44,0.07,0.06,1.32,0.29,11.06,0.07,2.65,0.15,6.95,15.07,2.33,0.12,0.09,0.08,1.87,0.11,0.15,0.06,1.41,0.05,0.13,0.07,4.04,0.03,0.01,0.04,2.34,..,0.12,0.03,0.19,0.04,0.01,0,0.63,0,0.04,0,0.07,0,0.14,0.03,0.05,0.01,0.28,0.06,0.01,..,..,..
..Tiger prawn,....Cotabato,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Tiger prawn,....Sarangani,78,48,154,148,106,118,131,234,90,153,142,115,83.6,107,37,131,83.5,90,83.5,120,15,7.5,120.16,42.13,54.6,63.04,67.5,25.42,7.32,3,..,..,..,..,11,..,..,..,6.88,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Tiger prawn,....Sultan Kudarat,2,..,..,2,4,1,1,2.4,5,1.2,1,2.8,4.7,0.9,0.4,1.4,5.2,1,0.4,0.4,4.2,1.08,0.39,0.32,3.64,0.64,0.02,0.07,1.5,0.45,0.07,0.06,1.32,0.29,0.06,0.07,2.65,0.15,0.07,0.07,2.33,0.12,0.09,0.08,1.87,0.11,0.15,0.06,1.41,0.05,0.13,0.07,4.04,0.03,0.01,0.04,2.34,..,0.12,0.03,0.19,0.04,0.01,0,0.63,0,0.04,0,0.07,0,0.14,0.03,0.05,0.01,0.28,0.06,0.01,..,..,..
..Tiger prawn,....South Cotabato,73,32,21,76,17,..,44.1,35,30.6,..,42.2,31.2,73.2,..,33,74,..,33,72,52,..,..,99,12.6,15,72,18,..,30,15,..,..,..,..,..,..,..,..,..,15,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Tiger prawn,..Region XIII (Caraga),287,502,572,380,447,507,645,377.5,335,460,710,522.5,294,333.9,685.8,220,246.5,192,668.4,241.9,254.09,172.32,615.84,230.34,251.33,186.97,451.41,341.67,235.22,165.66,144.23,222.21,170.79,123.93,137.15,219.85,140.2,102.68,146.53,150.12,139.79,92.88,120.94,115.22,88.46,79.93,88.07,203.47,49.26,156.69,38.46,209.38,112.26,76.04,22.76,65.55,90.06,76.21,87.2,164.32,206.83,73.43,66.28,138.5,156.59,40.75,22.82,35.82,49.32,34.68,29.12,50.7,22.16,14.77,24.62,42.18,24.93,..,..,..
..Tiger prawn,....Agusan del Norte,101,183,278,278,250,193,360,275,147,140,446,378,103,40.9,510.8,69,88.5,25,500,77.3,101.19,11.9,460,23.62,104.58,10.81,294.81,130.42,102.21,13.48,21.82,67.52,53.37,9.9,18.55,57.19,51.1,2.44,37.97,15,56.51,1.93,17.86,9.21,13.28,1.59,2.18,44.14,5.07,1.31,2.68,43.71,19.28,3.12,1.44,26.8,2.26,33.41,63.65,111.75,33.5,34.83,56.12,100.6,30.21,31.49,6.86,8.41,26.7,21.8,4.78,10.36,2.85,3.88,11.24,11.13,4.39,..,..,..
..Tiger prawn,....Agusan del Sur,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Tiger prawn,....Dinagat Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.05,0.03,0.05,..,..,..,0.06,0.04,0.06,..,..,0.26,..,..,..,..,0.05,..,..,..,..
..Tiger prawn,....Surigao del Norte,26,19,19,24,17,19,18,22.5,23,18,16,24.5,21,17,15,21,23,19,16.4,22.6,25.1,14.51,17.84,23.73,23.08,16.13,20.66,26.11,21.02,18.26,22.94,32.43,19.1,17.09,26.72,34.69,15.07,9.01,9.53,6.12,12.47,3.6,6.9,8.28,6.84,4.59,3.45,7.93,1.6,0.1,2.8,26.93,29.75,0.09,3,20.74,17.82,0.5,4.25,25.12,14.25,7.4,7.1,35.24,20.34,9.17,5.63,18.47,7.62,6.93,3.89,27.71,5.95,8.1,3.5,21.49,7.53,..,..,..
..Tiger prawn,....Surigao del Sur,160,300,275,78,180,295,267,80,165,302,248,120,170,276,160,130,135,148,152,142,127.8,145.91,138,183,123.67,160.04,135.93,185.14,111.99,133.92,99.47,122.26,98.32,96.94,91.88,127.97,74.03,91.23,99.03,129,70.81,87.35,96.18,97.72,68.34,73.76,82.44,151.4,42.6,155.28,32.97,138.75,63.22,72.84,18.32,18,69.98,42.3,19.3,27.4,159.05,31.16,3.06,2.65,106.04,0.03,10.3,8.88,15,5.95,20.19,12.63,13.36,2.79,9.88,9.51,13.01,..,..,..
..Tiger prawn,..Autonomous Region in Muslim Mindanao (ARMM),104,139,28,43,101,78.5,23.5,26,88.8,77.6,22.1,28,85.6,69.9,23.1,25.2,107.7,70.6,20.3,23.2,96.1,66.61,25.15,19.95,100.16,69.83,28.87,23.25,105.58,73.83,30.75,28.11,106.77,79.4,34.33,31.28,120.69,79.52,40.31,33,119.96,77.37,40.28,32.32,106.03,78.95,40.3,32.91,111.7,79.23,39.87,33.08,113.72,80.33,39.77,33.35,113.13,78.06,40.59,33.85,115.64,89.23,46.07,36.53,125.48,74.66,44.9,37.55,129.92,75.84,48.86,39.43,123.69,78.61,51.88,45.94,72.94,..,..,..
..Tiger prawn,....Basilan,10,90,2,6,4,30.5,0.1,1,1.5,32.6,0.1,1.2,1.9,23.5,0.1,1.1,2.4,19.6,0.1,1.1,2.7,21.38,0.15,1.2,2.16,17.82,0.12,1.22,2.43,18.26,0.12,1.26,2.38,17.64,0.13,1.29,2.41,17.84,0.13,1.31,2.36,18.06,0.08,0.16,0.18,19.49,0.07,0.16,0.19,19.74,0.07,0.15,0.48,19.5,0.07,0.16,..,16.25,..,..,..,21.66,1.6,..,0.18,..,0.02,..,0.17,0.22,0.04,..,0.13,0.14,0.15,0.25,0.14,..,..,..
..Tiger prawn,....Lanao del Sur,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Tiger prawn,....Maguindanao,94,49,26,37,97,48,23.4,25,87.3,45,22,26.8,83.7,46.4,23,24.1,105.3,51,20.2,22.1,93.4,45.23,25,18.75,98,52.01,28.75,22.03,103.15,55.57,30.62,26.85,104.38,61.76,34.21,29.99,118.29,61.68,40.18,31.68,117.6,59.32,40.21,32.16,105.85,59.46,40.23,32.75,111.51,59.49,39.8,32.92,113.24,60.83,39.7,33.19,113.13,61.82,40.59,33.85,115.64,67.57,44.47,36.53,125.3,74.66,44.88,37.55,129.75,75.63,48.82,39.43,123.56,78.46,51.73,45.69,72.8,..,..,..
..Tiger prawn,....Sulu,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Tiger prawn,....Tawi-tawi,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Mudcrab,Philippines,1927,1164,1059,815.7,1922.03,1238.97,1153.04,916.22,2260.32,1461.55,1450.54,1448.67,2455.65,1550.87,1635.09,1691.88,2749.78,1755.85,1790.33,1979.68,3215.26,2284.66,2335.88,2191.95,3565.49,2626.35,2663.59,3536.33,3754.59,2973.44,2845.67,4944.09,3792.72,3020.76,3242.54,5202.45,3573.42,3765.51,3528.67,5759.26,3524.69,3673.49,3507.14,6640.92,4061.55,3676.69,3892.73,5051.51,3904.28,3662.8,4016.53,5621.99,3838.09,4018.5,4193.85,5044.85,3779.39,4193.54,4464.01,5408.78,4085.25,4295.82,4871.31,5745.47,6374.55,4305.64,4900.16,6098.31,6243.97,4597.57,5348.44,6093.77,6850.4,4290.13,4831.06,6221.1,8232.16,..,..,..
..Mudcrab,..National Capital Region (NCR),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.96,0.45,..,..,..,..,..,..,0.18,..,1.2,0.6,0.26,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.6,..,0.63,..,0.6,0.6,0.06,0.55,..,..,..,0.09,0.46,0.23,..,0.17,..,..,..,..,0.34,..,..,..
..Mudcrab,..Cordillera Administrative Region (CAR),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.61,..,..,..,0.58,..,..,..,0.59,..,..,..,1.01,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Mudcrab,....Abra,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Mudcrab,....Apayao,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.61,..,..,..,0.58,..,..,..,0.59,..,..,..,1.01,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Mudcrab,....Benguet,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Mudcrab,....Ifugao,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Mudcrab,....Kalinga,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Mudcrab,....Mountain Province,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Mudcrab,..Region I (Ilocos Region),19,15,18,40,29,16,14,21,21.57,19.7,7.37,27.64,33.45,18.02,5.41,22.95,23.01,18.51,7.08,26.33,17.12,20.55,8.13,26.14,34.5,13.67,5.98,22.41,25.2,11.57,6.88,9.36,15.07,6.26,8.4,13.91,17.3,7.36,7.87,17.09,18.29,9.21,7.48,17.32,19.81,9.12,15.52,17.29,22.07,8.5,16.42,19.62,20.09,8.1,10.15,15.52,19.83,11.24,9.96,30.61,22.57,10.47,14.94,24.51,14.16,8.32,9.88,18.75,20.98,21.96,27.73,18.61,27.51,14.87,46.45,13.1,33.3,..,..,..
..Mudcrab,....Ilocos Norte,1,..,1,..,1,1,..,1,0.57,1,0.29,0.55,10.2,0.84,..,..,3.52,1.09,..,..,0.74,0.06,0.01,..,0.01,..,0.06,0.48,0.36,0.02,0.03,0.46,0.27,0,0.02,0.03,0.21,0,0.01,0.02,0.2,..,0.01,0.03,0.15,0.07,6.39,2.13,0.83,0.87,6,3.78,2.6,1,3.87,2.71,0.88,2.04,2.31,0.3,0.95,1.91,0.66,0.13,2.26,2.4,0.22,0.07,3.6,1.98,3.62,0.03,1.16,1.39,0.93,0.85,1.03,..,..,..
..Mudcrab,....Ilocos Sur,..,..,..,..,..,..,..,1,1,3.7,3.08,3.09,3.25,3.68,2.61,3.45,2.49,3.92,2.38,3.33,2.38,2.61,1.26,4.04,0.29,4.47,2.42,4.33,3.03,4.33,4.81,4,3.9,3.75,4.94,4.94,5.92,4.76,4.48,3.79,5.48,4.47,4.72,4.66,6.06,5.05,5.2,6.03,9.09,4.91,5,6.82,5.77,4.19,3.26,7.03,4.07,4.91,3.97,7.44,8.67,5.2,11.43,6.73,0.01,3.46,7.55,8.08,7.94,16.18,15.09,17.17,14.86,11.42,39.05,7.07,14.47,..,..,..
