Species,Geolocation,2002 Quarter 1,2002 Quarter 2,2002 Quarter 3,2002 Quarter 4,2003 Quarter 1,2003 Quarter 2,2003 Quarter 3,2003 Quarter 4,2004 Quarter 1,2004 Quarter 2,2004 Quarter 3,2004 Quarter 4,2005 Quarter 1,2005 Quarter 2,2005 Quarter 3,2005 Quarter 4,2006 Quarter 1,2006 Quarter 2,2006 Quarter 3,2006 Quarter 4,2007 Quarter 1,2007 Quarter 2,2007 Quarter 3,2007 Quarter 4,2008 Quarter 1,2008 Quarter 2,2008 Quarter 3,2008 Quarter 4,2009 Quarter 1,2009 Quarter 2,2009 Quarter 3,2009 Quarter 4,2010 Quarter 1,2010 Quarter 2,2010 Quarter 3,2010 Quarter 4,2011 Quarter 1,2011 Quarter 2,2011 Quarter 3,2011 Quarter 4,2012 Quarter 1,2012 Quarter 2,2012 Quarter 3,2012 Quarter 4,2013 Quarter 1,2013 Quarter 2,2013 Quarter 3,2013 Quarter 4,2014 Quarter 1,2014 Quarter 2,2014 Quarter 3,2014 Quarter 4,2015 Quarter 1,2015 Quarter 2,2015 Quarter 3,2015 Quarter 4,2016 Quarter 1,2016 Quarter 2,2016 Quarter 3,2016 Quarter 4,2017 Quarter 1,2017 Quarter 2,2017 Quarter 3,2017 Quarter 4,2018 Quarter 1,2018 Quarter 2,2018 Quarter 3,2018 Quarter 4,2019 Quarter 1,2019 Quarter 2,2019 Quarter 3,2019 Quarter 4,2020 Quarter 1,2020 Quarter 2,2020 Quarter 3,2020 Quarter 4,2021 Quarter 1,2021 Quarter 2,2021 Quarter 3,2021 Quarter 4
..Milkfish,....Camarines Sur,5297,11076,6500,9625,6240,8555,7680,10780,5610,8510,8470,8176,4902,8568,8120,8833,5684,8370,9368,9735,7320,11254.58,12834.86,13922.47,7855.78,14876.91,15562.24,15825.76,9236.44,14915.15,16850.51,10482.55,9717.04,18242.39,17959.33,13886.32,10340.66,20180.69,20569.79,18259.48,10685.94,23259.93,27368.58,22460.15,13842.58,23858.4,30872.23,23859.61,16131.29,25433.75,32850.9,26107.14,12439.2,22594.17,34773.2,28344.25,11546.14,21411.05,37913.91,33471.67,11100.29,7585.91,43654.58,78875.68,9778.49,6654.28,40620.67,42562.62,9041.45,7951.63,42652.3,38458.17,10500,7918.43,43013.67,26727.98,7596.74,..,..,..
..Milkfish,....Catanduanes,10,261,42,450,240,70,153,488,35,75,2,256,51,33,473,268,17,41,486,380,18,125.57,500.35,381.48,..,12.31,110.03,374.11,..,..,310.57,112.05,..,..,307.28,125.09,..,..,391.61,244.33,494,187,664.24,190.77,719.98,390.99,952.23,258.47,392.48,485.7,1200.97,300.32,433.19,671.01,1622.55,437.85,510.16,85.89,144.01,462.85,45.36,42.96,239.27,478.81,..,340.12,41.47,25.11,79.98,897,326.49,127.81,60.5,1058.09,238.49,76.5,4.95,..,..,..
..Milkfish,....Masbate,1265,14700,6120,10640,1890,13614,6960,10850,1875,12600,8645,11083,1650,9187,9425,12174,1512,7524,9570,12051,1503.26,8533.71,12373.3,15171.47,1371.27,9789.38,13624.85,16867.87,1397.71,13755.19,17198.22,25241.34,2921.79,14110.11,22459.22,29064.67,2614.05,16998.99,25293.66,30758.42,2204.86,18534.39,27327.76,34598.61,2331.54,15580.13,23964.39,34503.07,1822.94,8947.61,21853.32,33325.87,1277.15,6324.94,21860.64,36229.13,2078.23,4398.01,19855.25,39582.63,3865.74,9891.29,28757.34,40634.81,6026.26,12054.27,28125.28,48091.31,12804.7,14168.35,15315.59,47811.81,11733.3,1988.11,6308.17,31268.4,5178.58,..,..,..
..Milkfish,....Sorsogon,1260,3250,2640,1003,1755,3840,2520,1023,1958,3587,3001,1155,8379,5362,3673,2621,2965.8,3191.7,4106.2,2434,2680.1,3385.26,8119.43,1458.66,1929.76,5041.41,10735.5,1459.09,2275.35,5773.01,10928.07,1890.6,2409.92,6866.34,14790.04,3373.52,2489.1,7814.79,14073.51,3855.76,2262.71,7277.25,16080.73,4295.94,2049.89,10278.88,18164.2,4756.84,3947.78,10797.32,21153.03,5845.62,2222.77,6550.94,12958.07,5380.4,2749.23,10515.29,15682.68,4935.36,3448.2,6777.31,16893.41,4754.92,3321.03,5994.43,18002.72,4662.21,1178.17,6110.52,8895.33,1247.64,236.02,1586.03,26260.74,719.05,142.53,..,..,..
..Milkfish,..Region VI (Western Visayas),562799,725823,907848,404811,524140,751632,966178,407337,612052,1015008.21,1065297.5,525052.5,632643.8,1180421.93,1213401.11,537424.6,691652.74,1314322.81,1419344.65,541546.24,593910.41,1353523.82,1641001.85,693051.85,740903.7,1813888.32,1864259.44,788428.89,930652.3,2292785.84,2226150.47,691274.98,961713.12,1940608.04,1975933.37,721135.35,1169709.15,2328816.12,2484139.76,770556.13,1085254.73,2350994.77,2621375.95,814038.45,1212454.25,2316942.96,2636788.88,809002.05,1181253.13,2109929.55,2603748.56,993996.17,1266316.63,2119010.74,2616888.19,1011285.21,1101849.44,2163141.6,2647560.74,1070558.04,1143064.5,2143628.48,2817358.64,1104928.83,1482807.28,3055901.09,3630271.34,1269016.89,1543946.28,3058066.48,3757913.74,1518275.42,1670811.04,3153359.39,3124576.77,1613515.54,1485585.19,..,..,..
..Milkfish,....Aklan,83824,63945,131600,51336,80495,55840,125320,62303,92200,72135,154616,70100,88158,103950,167146,90977,105520,125685,201935,86540.57,82074.73,141874.55,217590.58,76761.15,111239.07,160245.98,196472.88,61031.73,104219.8,198652.9,216808.01,78254.93,116165.28,191174.48,223260.93,83965.71,105674.96,171062.01,213087.89,64535.26,118029.98,170653.01,230254.29,83648.96,138178.88,202000.16,253136.28,88065.32,173364.85,267404.7,296312.19,120987.69,193838.53,288556.58,344513.69,148527.38,139539.57,332746.76,374364.04,148815.12,111009.77,357586,367868.57,157026.04,263840.26,350729.17,611201.64,186606.76,317688.74,462874.52,684735.84,217069.76,287434.9,407893.26,556568.01,191377.84,257003.39,..,..,..
..Milkfish,....Antique,1505,3445,3840,3808,1800,2764,3033,3637,1841,2445,3461,3121,2448,2763,3510.3,3451.6,2597,2168.7,2584.4,2648.5,967,2483.86,2907.4,3101.07,1838.42,2930.78,3050.57,4449.98,2791.74,3474.57,4190.72,5711.73,2473.36,3360.39,4299.66,5747.97,3584.86,3578.69,5725.44,6101.08,4504.35,3803.43,5213.7,6222.31,4977.82,4265.38,4844.51,7172.23,5616.68,4060.42,5139.77,7859.11,4796.53,4384.92,6576.68,6967.3,4530.59,3665.13,6462.51,7525.68,4833.66,3448,4932.52,6564.92,4964.39,2939.74,4366.38,5710.53,3781.4,2183.67,4721.32,6894,2863.21,1870.12,5120.81,7696.63,2863.21,..,..,..
..Milkfish,....Capiz,138150,256480,244665,52984,123632,254734,258173,55503,144105,279513.21,280040,60653,152660.2,274803.5,289176,67964,165220,343337.76,334142.65,75493,141281.6,378589.22,425749.07,121249.46,166190.24,487528.94,590449.12,179134.29,226241.16,591552.62,724478.19,123304.39,205543.58,608248,613439.84,129061.34,242942.88,794590.75,807085.59,146041.39,258633.45,907082.07,894930.49,166642.12,279856.41,909514.54,915994.46,196774.26,297956.77,997634.19,1029603.12,188859.43,302493.42,1057786.8,1058694.07,211921.94,270019.6,1094704.73,1205452.29,220348.73,305948.69,992515.34,1266410.4,228654.6,366118.32,1465358.5,1605001.46,310924.76,421218.12,1599175.6,1713067.23,265148.23,405582.9,1805710.44,1544376,248230.24,439348.9,..,..,..
..Milkfish,....Guimaras,8800,8009,9690,14250,10670,11450,13100,16265,10250,12398,13450,15500,12375,12435,11650,20948,11000,15484,16620,19200,10570,18457.32,33261.75,36920.72,21703.66,17903.84,37402.62,50122.19,25847.46,21534.27,42788.22,51202.74,31424.66,18814.23,44026.05,50317.45,37220.94,19489.4,48061.43,42350.52,42962.49,25885.07,44986.75,49750.7,37406.56,28599.53,39242.6,42844.82,35870.37,31000.57,48953.99,56506.78,43073.14,30319.54,56970.07,52259.78,42975.72,23766.1,50652.49,52142.56,54516.32,47714.89,61938.74,61491.7,57550.77,51781.66,73979.22,62417.73,64633.66,57134.13,101895.82,64828.84,59073.08,37681.61,81958.26,86526.31,62422,..,..,..
..Milkfish,....Iloilo,131696,199100,331450,111538,113402,223754,348907,88945,135988,427567,379972,140528,138408.6,547251.43,468414.81,144591,149742.74,548610.72,552281.56,142840,123830.87,502188.85,604756.13,170074.83,113519.94,783680.88,552280.19,171621.09,137385.52,1059617.49,641351.57,111979.79,156303.54,720561.49,579912,125639.13,155800.91,905185.68,774185.97,136099.49,130624.11,776888.48,678725.5,138924.04,136300.93,681002.68,587373.72,128151.31,72608.95,280315.71,402948,178696.99,128140.81,221219.38,365013.71,137312.17,81656.6,215111.71,253856.11,165443.39,95494.95,210248.91,352871.87,115835.04,200014.97,546914.82,474216.14,63219.6,157609.91,344680.06,460196.57,223266.14,156271.15,514878.71,374317.01,417254.27,89541.33,..,..,..
..Milkfish,....Negros Occidental,198824,194844,186603,170895,194141,203090,217645,180684,227668,220950,233758.5,235150.5,238594,239219,273504,209493,257573,279036.63,311781.04,214824.17,235186.21,309930.02,356736.92,284944.62,326412.37,361597.9,484604.06,322069.61,434166.62,417953.99,596533.76,320821.4,449802.7,398449.45,510994.89,326403.75,624484.6,434909.59,635993.44,375428.39,530500.35,466682.71,767265.22,368850.32,615733.65,491560.67,836197.31,345994.11,595835.51,529513.96,820791.49,441086.17,593974.2,516743.52,785119.97,454296.64,563127.36,493147.17,756773.3,476282.56,571261.11,532115.34,763336.54,535356.53,590318.57,638177.2,861506.5,640137.51,579014.45,592018.5,793296.96,741068.45,759585.8,385325.25,562236.68,662430.25,634406.36,..,..,..
..Milkfish,..Region VII (Central Visayas),99000,122815,80775,81745,93246,152486,71750,77104,108153,136300,95983,100341,107461,128877,110105,98707,86574.29,144440.12,104134.07,94678,130865.56,144218.57,128294.53,101574.98,156612.83,135820.27,166531.62,85853.59,149246.69,155344.94,186328.81,107324.88,128781.97,145570.16,172609.58,118760.63,135125.26,110183.98,147313.69,146182.07,114153.44,138612.4,147193.85,171756.96,99446.09,152668.69,180188.06,137962.5,73410.84,87671.97,138435.3,182084.68,93323.95,82724.37,159111.06,156962.55,101176.22,90726.62,165822.66,156865.46,94744.65,68310.18,154832.12,152285.27,120780.8,98589.2,196637.51,151764.25,96440.25,102460.52,163415.5,167017.54,158155.47,95805.66,241399.76,171235.09,271631.99,..,..,..
..Milkfish,....Bohol,51800,28260,31356,23653,50050,49800,32350,26990,55860,45426,35893,33305,64226,56154,42641,37613,60790,46722.5,39677.4,40025,79859.3,61747.09,52510.08,30954.76,73447.1,52991.27,72806.26,27400.92,76052.06,67212.73,68840.61,21846.01,53434.6,81238.34,73534.22,35718.48,53839.25,52053.39,71744.83,52847.88,55495.39,58926.82,59624.01,60240.38,46892.23,81269.46,76614.97,32485.7,23781.85,41161.61,46511.69,38433.64,55164.81,43010.4,49071.25,38149.15,51718.42,54506.34,52647.96,50056.51,53689.42,48186.9,34094.38,34293.16,66478.95,46441.46,35261.39,43395.18,37551.43,68081.47,47531.03,71350.63,34365.71,62582.53,44982.2,43650.15,45401.15,..,..,..
..Milkfish,....Cebu,5100,50750,32984,27982,4641,50304,24274,21084,5342,28581,26657,38143,3110,18142,25605,37759,3658,15873,28765.35,38325,8085.79,8066.77,34197.49,44270.17,11076.63,14207.79,49090.94,39751.58,15327.88,17390.48,67172.45,57435.47,17574.2,21785.01,59168.15,46806.56,12806.73,13325.58,51318.51,32414.73,17526.22,15535.05,47287.79,58952.09,18087,17279.08,61113.67,62820.68,12955.96,14510.08,59670.66,90669.46,11445.67,15613.94,82170.92,85000.75,22692.37,15513.11,87181.29,83399.92,27163.17,11165.99,101786.12,103347.22,34304.44,37786,142284.96,85029.65,26045,20904.32,98354.05,78004.79,87939.46,18034.55,177494.01,106186.94,181253.57,..,..,..
..Milkfish,....Negros Oriental,42100,43790,16423,30082,38549,52358,15100,28994,46909,62235,33384,28869,40111,54454,41800,23306,22098.29,81344.9,35644.84,15966,42533.27,74015.6,41332.8,26167.65,71579.94,68339.21,44131.48,18600.29,57800.65,70477.25,50236.75,27872.4,57648.01,42487.81,39847.21,36171.24,68368.18,44694.79,24215.15,60878.76,41051.75,64015.19,40238.27,52518.73,34400.86,53967.69,42404.09,42585.74,36333.22,31808.88,32165.05,52882.12,26643.84,23990.83,27800.01,33720.65,26530.56,20520.98,25977.9,23307.84,13773.86,8791.63,18868.02,14398.45,19971.01,14299.48,18977.16,23255.14,32792.22,13313,17338.38,17477.96,35643.56,14888.58,18833.46,21327.3,44965.17,..,..,..
..Milkfish,....Siquijor,..,15,12,28,6,24,26,36,42,58,49,24,14,127,59,29,28,499.72,46.48,362,387.2,389.11,254.16,182.4,509.16,282,502.94,100.8,66.1,264.48,79,171,125.16,59,60,64.35,111.1,110.22,35.2,40.7,80.08,135.34,43.78,45.76,66,152.46,55.33,70.38,339.81,191.4,87.9,99.46,69.63,109.2,68.88,92,234.87,186.19,15.51,101.19,118.2,165.66,83.6,246.44,26.4,62.26,114,84.28,51.6,161.73,192.04,184.16,206.74,300,90.09,70.7,12.1,..,..,..
..Milkfish,..Region VIII (Eastern Visayas),18630,48324,80622,14752,23058,54700,80076,17716,22362.18,65343,91547,356452,33897.5,119417,127779,176413,55791,400138.12,208116.6,178412,97380.18,506732.93,205904.08,166601.82,105605.72,647126.74,246153,180292.91,106199.91,572562.2,270974.31,234415.01,150352.79,519092.36,299010.8,194819.76,177799.48,536498.49,381358.12,235949.79,191598.05,449408.66,415059.69,232177.23,193940,475629.83,455576.24,85091.59,107024.91,323028,312369.81,61057.01,59116.3,279988.94,229879.65,43151.32,90684.27,346928.14,138043.47,37290.74,28608.98,515487.95,131148.2,47730.16,35443.19,477966.88,142263.76,81458.43,42468.45,478358.32,143137.95,130232.25,29429.92,198899.32,93805.93,69815.29,55434.07,..,..,..
..Milkfish,....Biliran,136,134,7,7,65,14,1,70,120,16,9,315,616,25,336,200,2134,1173.4,1741,53,1684.25,1172,1227.69,636.06,838,366,36,34.1,470.4,..,974.7,13.2,7,11.88,294.93,103.6,639,779.56,338,24.01,556.99,5.4,2.2,312.9,814.44,1039.82,509.41,110.61,388.86,194.98,1.15,2.4,6386.64,24.19,217.25,5.65,36312.24,2677.92,1951.88,2262,505,93.1,539.71,..,..,156.8,370.69,40.43,134.4,1572.9,1310.23,3042.62,668.1,484.97,1457.76,1662.8,4658.8,..,..,..
..Milkfish,....Eastern Samar,2900,3100,2900,3000,3000,4230,4480,4090,3567.18,5620,12150,95662,5312,18200,11000,95430,13396,195840,13158,97903,5690.17,199914.08,6052.32,81934.78,7344.9,267174.04,7407.75,76182.5,8238.5,177831.53,10331.83,76441.52,8939.55,127824.61,15420.98,15360.02,6980.09,127556.27,18054.14,16770.85,6978,40136.07,17632.58,17601.2,6429.3,59757.25,19537.11,6603.46,508,14795.44,6632.22,4689.13,42.9,11314.16,981.93,..,..,230.72,..,157.54,28.1,3.6,22,146.95,45.64,7.6,66.93,215.84,7.58,97.05,133.87,1035.23,542.65,256.91,119.76,711.18,209.44,..,..,..
..Milkfish,....Leyte,5400,40320,31395,5520,7600,45050,34775,6800,8971,52650,35165,55719,9590,84170,42086,54899,12654,82067.72,51092.6,58751,13330.92,132269.99,47744.02,59818.64,14953.86,166921.82,53116.02,63942.22,17473.02,162375.96,55831.94,93959.94,21488.43,172163.18,60305.91,99547.87,24745.87,192644.23,67457.4,98975.92,26914.07,216270.28,82358.36,112679.87,26005.69,226748.61,89931.7,26957.06,18805.52,199122.87,74312.86,10537.05,9686.72,149314.46,88098.46,7890.39,14713.02,209319.05,45720.88,4353.64,589.16,364639.99,50379.88,6558.92,5138.52,296613.71,62942.24,455.93,8372.47,302912.41,98148.76,1926.27,8749.38,161497.32,79362.41,1700.16,9898.26,..,..,..
..Milkfish,....Northern Samar,400,795,1120,1120,720,1040,1280,1506,944,2480,1233,2750,5969.5,2180,3096,4950,6290,2624,5160,4950,7900.7,17489.3,11270,5744.31,9251.93,24059.61,21705.23,17401.8,10350.48,25666.95,25634.07,21807.71,14229.44,37791.65,35767.5,24076.41,11032.13,49936.65,42819.3,28569.95,9605.4,43854.31,48921.14,27097.3,9658.52,45798.86,50862.64,27514.36,10047.36,46960.17,55624.77,27430.74,10018.26,17547,32671.58,18319.48,6062.5,23437.63,22274.46,11956.39,5586.94,16067.17,21628.07,8104.8,7708.7,37178.37,25748.06,11624.63,13266.49,44700.89,8576.63,19313.43,1675.28,2041,1851.11,3241.98,4682.54,..,..,..
..Milkfish,....Samar,8624,2475,43450,3075,9923,2926,37440,3290,6360,2911,41170,116724,9530,12385,69161,15624,17375,100725,134962.5,11637.5,65282.14,133963.73,135830.05,14934.82,69350.38,163078.54,159643,16964.89,66567.51,184687.76,172801.77,36401.88,97669.08,176890,182955.96,47985.98,128986.89,161249.98,248933.68,83789.83,142644.88,145236.48,263522.85,71561.69,149147.06,140550.57,293834.75,23045.83,76435.29,61288.07,175153.34,17941.02,32331.6,101102.97,107309.82,16479.82,33004.09,110585.65,67252.8,17460.93,19390.2,133830.39,57782.07,31492.14,20885.93,143213.39,52635.89,68666.38,19845.57,128199.59,34667.97,103044.53,16978.84,33572.94,10416.92,59701.23,34898.19,..,..,..
..Milkfish,....Southern Leyte,1170,1500,1750,2030,1750,1440,2100,1960,2400,1666,1820,85282,2880,2457,2100,5310,3942,17708,2002.5,5117.5,3492,21923.83,3780,3533.21,3866.65,25526.73,4245,5767.4,3100,22000,5400,5790.76,8019.29,4411.04,4265.52,7745.88,5415.5,4331.8,3755.6,7819.23,4898.71,3906.12,2622.56,2924.27,1884.99,1734.72,900.63,860.27,839.88,666.47,645.47,456.67,650.18,686.16,600.61,455.98,592.42,677.17,843.45,1100.24,2509.58,853.7,796.47,1427.35,1664.4,797.01,499.95,455.22,841.94,875.48,300.49,1870.17,815.67,1046.18,597.97,2797.94,1086.84,..,..,..
..Milkfish,..Region IX (Zamboanga Peninsula),116441,102457,107592,95406,116009,109580,123126,103858,118140,113970,132187,107695,116205,166708,162029,132533,118904,124774,144132,126342,156754.32,129876.65,168539.66,121322,189820.63,145157.02,186211.05,126715.04,181967.79,220337.25,276276.12,163949.15,168655.44,262509.6,263915.31,125776.15,177370.29,281187.2,255101.13,159624,214202.3,294576.93,255412.78,181671.49,196501.43,320868.35,247583.53,201531.62,169650.81,207463.43,269989.61,185706.67,167128.08,194607.9,302970.96,167997.51,110875.35,198407.57,210735.55,181859.21,156116.06,161090.48,225523.17,133219.21,83908.45,141823.44,226622.21,122245.62,109895.14,138389.25,183730.54,98066.76,84734.18,122802.71,212889.99,92870.26,87355.71,..,..,..
..Milkfish,....Zamboanga del Norte,2784,3413,12084,14715,2095,2394,12188,12863,2976,2800,10000,9200,2700,2646,8400,11890,2610,2475,9200,12600,2413.47,2549.8,16538.06,17186.93,3451.68,3304,21430.73,20050.83,3989.37,6050.45,54479.01,37929.35,6395.1,6211.51,31435.66,27208.09,7359.81,7898.68,25811.72,29237.29,8668.61,7771.49,20839.52,43376.82,11631.41,8274.41,27237.38,42643.37,11842.68,8092.01,35187.98,41374.13,10132.68,8429.4,34673.3,39726.19,9833.75,10234.5,44792.24,38296.43,10323.62,11190.01,43304.23,41690.01,13707.38,13574.98,44544.24,41904.94,13874.51,13603.46,45442.42,45245.79,13484.72,26061.31,60448.08,59207.76,13843.5,..,..,..
..Milkfish,....Zamboanga del Sur,48015,48050,38759,31872,49362,51116,45316,38991,50306,54070,47811,38785,52030,60655,50259,48403,53519,63629,57407,51367,59264.87,64172.96,49385.57,53432.82,75456.55,66780.06,67465.35,52603.87,89099.21,96133.66,109623.36,64494.6,70196.42,75984.85,102019.83,69570.39,114977.37,89355.46,118921.11,83147.73,119261.2,95208.07,136386.44,84138.21,113448.24,96387.19,131800.59,102589.81,115102.2,93424.13,147395.87,100349.86,110430.94,91020.05,164811.08,106686.22,59887.88,51715.17,36679.02,122822.94,78963.21,41522.03,55737.08,71511.75,39177.19,47037.84,64807.53,42409.84,60647.85,46880.22,29936.64,16231.16,38560.71,48243.33,22134.49,14821.44,33245.99,..,..,..
..Milkfish,....Zamboanga Sibugay,49450,46440,38815,43419,51396,51606,44408,45830,53110,52776,50833,52874,48580,98755,82634,63262,51795,53835,54328,54531,82820.6,58032.69,70295.22,40121.61,86837.45,68311.8,52837.25,43542.3,71745.45,109310.1,71961.13,57836.49,76551.69,170754.64,92693.25,25040.89,37203.01,172844.97,70728.08,42654.15,69375.06,177367.36,55214.2,49382.81,53705.87,203062.62,45450.64,53309.41,24839.94,92334.34,41846.07,40857,29495.43,83045.12,52745.22,18168.68,30820.82,122890.88,74481.88,17733.24,55151.02,93673.93,72683.27,17247.01,17439.13,66092.01,63867.73,35838.46,25355.98,59313.47,56434.53,34736.08,24252.16,27419.23,83541.15,17579.14,30143.59,..,..,..
..Milkfish,....City of Zamboanga,16192,4554,17934,5400,13156,4464,21214,6174,11748,4324,23543,6836,12895,4652,20736,8978,10980,4835,23197,7844,12255.38,5121.2,32320.81,10580.64,24074.95,6761.16,44477.72,10518.04,17133.76,8843.04,40212.62,3688.71,15512.23,9558.6,37766.57,3956.78,17830.1,11088.09,39640.22,4584.83,16897.43,14230.01,42972.62,4773.65,17715.91,13144.13,43094.92,2989.03,17865.99,13612.95,45559.69,3125.68,17069.03,12113.33,50741.36,3416.42,10332.9,13567.02,54782.41,3006.6,11678.21,14704.51,53798.59,2770.44,13584.75,15118.61,53402.71,2092.38,10016.8,18592.1,51916.95,1853.73,8436.59,21078.84,46766.27,1261.92,10122.63,..,..,..
..Milkfish,..Region X (Nothern Mindanao),71270,41586,96936,98132,77910,56924,113142,118574,54116,56593,137935,122603,71750,58334,226021,160610,67409.7,71324,259870.88,153273,81428.54,71682.37,235152.82,146939.08,99521.28,92816.97,341854.58,218098.64,128055.69,111628.15,408156.24,262685.49,139284.69,128387.44,431092.92,324344.41,157910.15,164410.44,438610.01,350260.14,171231.71,174901.86,447778.56,381224.07,121429.77,176641.03,382537.36,411573.43,144215.82,359165.18,435177.88,454921.91,132523.69,437112.38,551985.99,434871.2,190606.92,338094.86,558571.46,433729.21,217722.07,325712.12,565705.32,439758.1,225243.04,340495.01,576246.44,504624.07,239029.64,306745.32,563588.98,493648.09,269388.01,323287.97,491583.71,468992.3,271440.48,..,..,..
..Milkfish,....Bukidnon,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.91,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Milkfish,....Camiguin,..,7,6,140,196,77,105,357,..,213,446,248,224,426,504,262,317.7,..,..,430,90,270,315,76.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,199.92,..,..,23.4,119.37,..,..,27.3,218.12,75.46,124.32,..,..,..,38.5,90.86,117.74,54.88,49,..,107.52,55.72,16.8,..,154.28,256.91,75,123.9,611.55,23.25,547.5,27,125.9,189.39,162.39,..,..,..,..
..Milkfish,....Lanao del Norte,39850,12045,85524,74305,46989,13001,100645,88682,38766,13236,117816,90900,37931,13272,136374,108608,35700,17184,166351,96230,50815.5,17150.63,133097.99,78283.8,61186.67,23359.95,209135.82,110597.77,74666.32,23762.89,229500.89,132274.05,71754.7,20070.69,222873.38,146234.04,61622.26,18203.94,185024.81,152571.32,67709.52,21000.64,194029.99,158225.92,55124.76,21523.81,123608.27,174371.64,48553.18,18915.67,126715.35,184546.09,55326.39,26742.19,145197.91,189128.89,58484.52,23729.77,154323.67,185672.83,65278.56,20836.35,161406.1,185861.81,66747.59,22635.62,169755.44,235191.8,70381.34,28521.56,195167.64,253356.72,177017.58,34141.66,155443.85,248703.02,176457.84,..,..,..
..Milkfish,....Misamis Occidental,28956,28000,9500,19050,28836,42840,10944,27375,14307,42150,18330,29250,30800,42816,87960,48752,30840,52650,92340,53844,28505.68,51722.7,98760.46,61454.05,30484.99,61538.78,119378.36,82875,29284.89,64338.79,139309.7,94038.64,34526.51,81555.56,156258.13,102316.27,48730.75,103886.11,198459.48,133270.52,57585.8,116400.08,205441.79,138666.67,36950.52,122288.34,227471.11,176706.82,41113.23,300864.84,273044.86,182940.72,59012.95,371322.47,342191.07,192478.92,75438.12,253398.43,339353.47,191155.36,72538.77,221601.58,330766.36,189042.75,70518.14,224910.48,315911.78,187425.89,63252.31,224969.32,312231.21,191660.3,60536.99,236367.31,324969.76,191061.78,61369.93,..,..,..
..Milkfish,....Misamis Oriental,2464,1534,1906,4637,1889,1006,1448,2160,1043,994,1343,2205,2795,1820,1183,2988,552,1490,1179.88,2769,2017.36,2539.04,2979.37,7124.73,7849.62,7918.24,13340.4,24625.87,24104.48,23526.47,39345.65,36372.8,33003.48,26732.28,51961.41,75794.1,47557.14,42320.39,55125.72,64418.3,45936.39,37301.22,48306.78,84331.48,29331.09,32709.51,31457.98,60494.97,54522.11,39166.55,35342.21,87310.78,18184.35,39047.72,64597.01,53224.89,56593.42,60848.92,64839.44,56852.02,79904.74,83166.67,73477.14,64836.74,87977.31,92794.63,90322.31,81931.38,105272.09,52642.89,56166.88,48083.57,31806.44,52653.1,10980.71,29065.11,33612.71,..,..,..
..Milkfish,..Region XI (Davao Region),78370,100159,150370,171036,82543,100740,140747,171306,100587,140297,274042,258405,121111,109226.84,162203,163659.6,156973.73,105672.81,158866.56,182412,159393.4,108400.06,319251.07,431844.76,372288.75,140866.12,276147.79,636729.27,448210.89,193163.81,356887.87,836586.12,465974.85,226720.52,348202.35,890960.9,339871.09,245431.15,448817.03,758503.11,492614.68,287832.03,718116.63,729836.8,495140.07,358635.95,851618.19,598228.8,303788.42,250330.66,710516.23,313178.6,321222.36,290362.34,929279.99,286134.71,261331.2,264790.73,759784.51,249536.53,253282.62,334933.39,491174.18,283066.27,315596.94,363315.51,640288.9,284975.42,305085.87,318994.9,567639.17,330169.75,350521.86,272624.67,652200.13,433307.06,416858.33,..,..,..
..Milkfish,....Compostela Valley,4590,6834,4465,6477,4857,5358,4797,7009,4486,5274,5475,8296,6027,3696,7342,3331,4719,4830,6097.55,4761,4215.04,6107.21,7898.09,5611.28,4598.98,8117.37,6270.8,6691.55,4747.1,5639.17,6480.64,7445.51,5327.16,6630.81,10735.53,8273.46,5130.3,8128.78,12749.04,8413.34,6018.03,6447.35,10990.23,9275.21,6195.23,6418.96,10423.42,12500.68,5330.91,7157.32,12023.12,6666.85,3602.55,3715.23,6569.7,4156.49,2464.53,5246.42,3128.33,5224.59,2636.92,1980.92,8332.8,7758.92,4468.98,4975.39,14937.43,8050.74,5693.62,6897.01,10997.85,18554.01,5825.56,4407.73,13675.36,13505.33,14355.47,..,..,..
..Milkfish,....Davao del Norte,9606,18192,29826,36145,13617,18507,26933,31975,10787,23612,31777,42569,19023,19879,31978,35012,19411.73,19834.32,31945.79,31140,20730.61,18996.23,32164.89,31166.52,24047,26489.28,37334.38,39892.5,40912.03,56796.43,97540.07,85342.25,45897.15,68751.64,65770.15,71791.55,60852.21,44503.78,62767.02,57841.94,48189.59,46906.42,82518.31,51175.54,34860.95,39387.69,69667.99,98012.71,54660.69,63904.47,85396.36,109053.69,69477.65,85067.87,94720.33,108829.27,54009.02,48016.01,66982.74,97880.52,72672.22,62634.54,117461.52,107539.1,35988.38,48695.99,76314.15,81595.74,31817.48,44604.55,59419.35,109008.02,54082.94,32379.12,83379.23,158635.05,106725.95,..,..,..
